Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],Most_Recent
Somalia,SOM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.00716442000008024,0.0139103939715691,0.02,0.0790391786670095,0.115614213354469,0.376198002539086,1.05345474358422,1.07732783912096,1.10021636808277,1.12223562161375,1.14268737216185,1.16061054246061,..,1.25,1.3767,1.5,1.63,1.88
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.751,50.389,50.867,51.211,51.49,51.761,52.042,52.344,52.666,52.996,53.323,53.652,53.986,54.332,54.694,55.072,55.467,56.293
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,104.9,104,102.2,99.6,97.2,94.6,92.1,89.6,87.2,82.6
Somalia,SOM,"Population, total",SP.POP.TOTL,8422372,8720231,9011479,9290823,9564167,9836397,10116228,10409925,10718317,11038596,11369276,11707990,12053223,12404725,12763776,13132349,13513125,14317996
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,137774361015.14,136631966609.379,136361854808.496,121600818309.679,115748110112.68,175256916996.047,228937347865.858,257671413750.825,271811088781.18,299033511000.227,287099991516.9,297216730668.942,375298134440.469,416878162440.887,396332598448.215,366810014300.222,351119102947.143,295456189492.005
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,3104.97640984816,3032.30539688171,2982.00042596137,2621.55443743349,2461.35508651066,3678.10281680867,4745.07168450977,5277.92545855196,5506.19650301465,5994.19540262712,5695.05786031968,5831.11557418879,7275.38211193642,7976.46607704096,7478.22569882149,6822.16438936752,6437.87797573881,5274.54600788616
South Africa,ZAF,GINI index (World Bank estimate),SI.POV.GINI,..,..,57.8,..,..,..,..,64.8,..,..,63,..,63.4,..,..,..,63,63
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.90622086677142,4.1162495827774,5.34855973203537,6.34661931839768,6.71032243705404,7.00769172611251,8.4251186825406,7.48854252992921,7.60713967477381,8.06537517355504,8.43,10,24,33.97,41,46.5,49,54
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.548,57.45,56.341,55.273,54.299,53.481,52.878,52.567,52.614,53.01,53.72,54.701,55.888,57.201,58.545,59.83,60.993,62.774
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,88.7172470092773,..,92.8948593139648,92.8773193359375,93.1021423339844,93.7294692993164,..,94.1399002075195,94.367919921875
South Africa,ZAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.3,45.7,46.3,47.2,48.3,49.1,49.3,48.9,47.4,44.9,43.7,40.3,37.3,37.1,37.2,36.4,35.6,34.2
South Africa,ZAF,"Population, total",SP.POP.TOTL,44372112,45058775,45728315,46385006,47026173,47648727,48247395,48820586,49364582,49887181,50412129,50970818,51584663,52263516,52998213,53767396,54539571,56015473
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,15550136278.8696,12231362022.6859,15727363443.0995,17826697892.2717,10368813559.322,13257635694.9153,13282084033.8983,9015221096.24474
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,1678.71186160601,1264.78990773707,1562.23934569833,1706.09071329732,958.455008128114,1186.10132461897,1151.86171519279,758.720578206203
South Sudan,SSD,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,46.3,..,..,..,..,..,46.3
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.829969245,4.51615373,6.6797280510287
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.386,48.825,49.239,49.631,50.013,50.393,50.782,51.19,51.627,52.095,52.591,53.113,53.655,54.206,54.756,55.294,55.817,56.811
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,26.8312797546387,..,..,..,..,..,..,26.8312797546387
South Sudan,SSD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,120.5,115.7,110.7,105.7,101,96.3,91.8,87.7,83.6,80.1,76.9,74.1,71.5,69.2,66.9,64.8,62.7,59.2
South Sudan,SSD,"Population, total",SP.POP.TOTL,6099923,6405864,6700656,6974442,7237276,7501642,7787655,8108877,8468152,8856800,9263136,9670667,10067192,10448857,10818258,11177490,11530971,12230730
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,617041986858.225,633194118900.49,595402616546.895,625975838926.175,705145868624.13,906853273137.698,1069555500372.49,1157276458151.97,1264551499184.54,1479341637010.68,1635015380108.39,1499099749930.54,1431616749640.29,1488067258325.2,1336018949805.58,1361854206549.39,1376910811040.88,1237255019653.86
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,15340.3321141928,15678.2152345407,14676.7060880231,15323.6113977547,17019.5354136605,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35579.3099338804,32334.0054777912,30736.6278530812,31835.2888008408,28563.8590381915,29211.7737455935,29623.1644451343,26616.4881048468
Spain,ESP,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,31.8,33.3,32.4,33.5,34.1,34.2,34.9,35.2,35.7,35.4,36.2,36.1,36.2
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.36189239380101,7.08503967835022,13.6249608089899,18.1487226902932,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.0899993926581,69.8099999420024,71.635,76.19,80.5613329432179
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6658536585366,78.7170731707317,78.9658536585366,79.3682926829268,79.5682926829268,79.619512195122,79.8707317073171,80.1707317073171,80.8219512195122,80.8731707317073,81.1756097560976,81.4756097560976,81.6268292682927,82.4756097560976,82.4268292682927,83.0780487804878,83.2292682926829,82.8317073170732
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,97.1651229858398,97.7506866455078,..,97.9388427734375,97.6306076049805,97.6792678833008,97.7489013671875,97.7837524414063,97.8945388793945,98.0791320800781,98.0937194824219,98.2505111694336
Spain,ESP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.6,4.5,4.3,4.3,4.2,4,4,3.8,3.7,3.6,3.4,3.3,3.1,3,3,2.9,2.8,2.7
Spain,ESP,"Population, total",SP.POP.TOTL,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46484533
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,15794972847.1683,15656327859.5696,16330814179.9766,15746229581.5619,16536535647.0834,18881765437.2151,20662525941.2986,24406252456.5141,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725745039.336,65292741296.5382,68434399083.41,74317806754.5267,79356456990.2891,81321876307.2556
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,850.53185914567,838.622394421931,869.495692083353,832.558802061363,867.6360436681,982.641882183568,1066.58848423983,1250.02842351228,1437.70197415321,1632.96113096867,2041.21905317019,2095.4439682866,2808.43418467515,3214.01361842514,3350.52137495275,3610.28937355,3820.54099418849,3835.39481711341
Sri Lanka,LKA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,41,..,..,..,40.3,..,..,36.4,..,..,39.2,..,..,39.8
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.296351104287732,0.348414424914655,0.647410010940963,0.793821864362622,1.05042270585318,1.45858022842408,1.44615998041486,1.79204679392588,2.53756612897332,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,32.0510027436177
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.284
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,90.682746887207,..,..,..,..,90.8088302612305,..,90.5579528808594,..,91.1813583374023,..,..,..,..,91.1813583374023
Sri Lanka,LKA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.4,14.7,14.1,13.7,13.4,13.1,15.6,12.3,11.7,11.1,10.5,10.1,9.7,9.3,9.1,8.8,8.5,8
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18570701,18669103,18781938,18913054,19059300,19215307,19372538,19524558,19670151,19810789,19945832,20075086,20198353,20315017,20425000,20585000,20771000,21203000
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,364975456.93842,389984428.873318,420515107.700293,461078078.078078,483120194.268342,465850739.628517,502561629.62963,543167666.666667,636218037.037037,674008481.481481,738942555.555555,723209111.111111,705015370.37037,753225962.962963,734462666.666667,788163888.888889,847778185.185185,909854619.518519
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,8235.56325875894,8700.34867199085,9267.75483096692,10025.615961689,10358.2726414173,9847.60367878319,10476.3634201836,11173.7603971666,12928.6331444226,13538.9285796654,14681.3668353246,14212.3395651282,13704.2544536956,14483.4435058063,13965.558111971,14823.7485920158,15775.8459440106,16596.8263898601
St. Kitts and Nevis,KNA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.34381060656724,4.4004400440044,5.86281024037522,7.71472655580319,21.152381758186,22.9697842928439,24.7376775443732,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,76.8176749076294
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,71.3365853658537,..,..,..,..,..,..,..,..,..,..,..,..,71.3365853658537
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.6,19.4,18.2,17,16,15,14,13.2,12.4,11.6,11,10.4,9.8,9.4,8.9,8.6,8.2,7.6
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,44317,44824,45374,45990,46641,47306,47971,48611,49210,49783,50332,50886,51445,52006,52591,53169,53739,54821
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,737554888.888889,775934814.814815,784159222.222222,743808074.074074,748346592.592593,823837148.148148,893107222.222222,951207370.37037,1134193629.62963,1277494148.14815,1282215407.40741,1262973407.40741,1381968259.25926,1437684814.81481,1436803333.33333,1489928888.88889,1551921037.03704,1667078703.7037
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,4814.86123714047,5000.4821412034,4996.26771895471,4693.86153368635,4684.10453354402,5117.85919469817,5504.47899995823,5810.17732368869,6856.98688465198,7636.49603168277,7577.20959347245,7384.85930118585,8007.69648429285,8270.54175764425,8218.05321207615,8481.89052082938,8796.69108007004,9364.82152461143
St. Lucia,LCA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.30498897284318,1.93210580211372,5.09048334139327,8.18186395448366,14.6418357746777,20.9824734633424,21.395212362765,21.5675829464215,24.5,27.9,30,31,32.5,34,34.82,36,36.6,46.7290780591803
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.221,71.307,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.02,74.265,74.465,74.633,74.788,74.947,75.117,75.496
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.7,15.4,15.2,15,14.9,14.9,14.7,14.6,14.5,14.3,14.1,13.8,13.5,13.2,12.9,12.7,12.4,11.8
St. Lucia,LCA,"Population, total",SP.POP.TOTL,153183,155172,156949,158464,159763,160973,162251,163714,165407,167288,169220,171022,172580,173832,174835,175660,176421,178015
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.5707317073171,76.7707317073171,76.9707317073171,77.1707317073171,77.3707317073171,77.5707317073171,77.7219512195122,77.8707317073171,78.0707317073171,78.2219512195122,78.3707317073171,78.5707317073171,78.7219512195122,78.8707317073171,79.0219512195122,79.1707317073171,79.3219512195122,79.6219512195122
St. Martin (French part),MAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,30358,29305,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,30959,31264,31530,31949
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,373619851.851852,390719148.148148,396270000,430040370.37037,461883444.444444,481806296.296296,521975111.111111,550728666.666667,610930037.037037,651833333.333333,695428851.851852,674922481.481482,681225962.962963,676129407.407407,692933740.740741,721207148.148148,727230734.814815,768224226.666667
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,3461.94336513271,3621.79410593389,3672.63526664072,3982.29775873588,4270.92490193298,4446.75861833222,4808.21591126586,5064.4510654994,5609.64893934308,5977.54485069129,6370.43788624423,6177.61051395826,6231.77023247462,6183.67682211986,6338.11778081316,6597.21138079169,6650.06112836686,7006.59619553156
St. Vincent and the Grenadines,VCT,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.8539976825029,2.78200229978857,3.24503741064558,5.09480977832946,5.54959487957379,6.46227416659743,7.37116584201749,9.19827808234299,12,16,21,31,33.7,36.7,40,43.5,47.4,55.5746194230166
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.6,70.587,70.593,70.635,70.719,70.846,71.014,71.218,71.446,71.683,71.914,72.13,72.327,72.501,72.657,72.802,72.935,73.179
St. Vincent and the Grenadines,VCT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.3,19.4,19.5,19.5,19.6,19.7,19.6,19.7,19.7,19.7,19.5,19.2,18.7,18.2,17.5,16.9,16.3,15.2
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107922,107880,107898,107988,108146,108350,108559,108744,108907,109047,109165,109253,109315,109341,109328,109320,109357,109643
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,11250327988.0478,10682045258.3647,12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,68125631150.2939,72065940085.772,82151588418.8325,95584380032.2061
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,350.439679581248,323.571795175036,361.030584348967,377.525445449723,412.151756127561,477.738407842199,565.056945884334,679.75399488289,893.879364531904,1115.69520035548,1291.52882621959,1226.88438122391,1476.47808657841,1666.85775736793,1892.89435161374,1955.66079918474,2176.89802874983,2415.03816212562
Sudan,SDN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,35.4,..,..,..,..,..,35.4
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.00480507103171332,0.00879458075588601,0.0257850324762484,0.140185224494161,0.439477639075583,0.538471703150458,0.791561615446385,1.29204067798853,..,8.66,..,..,16.7,17.46,21,22.7,24.64,28
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.718,58.07,58.43,58.801,59.184,59.582,59.993,60.416,60.854,61.3,61.749,62.193,62.62,63.019,63.384,63.712,64.002,64.486
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,61.3458709716797,..,..,..,..,..,..,..,53.5173797607422,..,..,..,..,..,..,53.5173797607422
Sudan,SDN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,70.8,69,67.1,65.3,63.4,61.6,59.8,58.1,56.6,55.1,53.8,52.5,51.3,50.2,49.1,48,46.9,44.8
Sudan,SDN,"Population, total",SP.POP.TOTL,26003542,26607042,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,39578828
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,945000000,885444186.046512,892164393.939394,763465550.458716,1078402127.65957,1271196078.43137,1484092538.40527,1793754804.70037,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,3278425328.32418
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2047.40445445879,1896.01391435711,1888.61828984397,1598.0775117401,2232.51324446546,2603.13900877143,3006.48773049707,3595.08805502072,5207.90001958881,5761.39535978247,6858.16315817664,7443.85017847135,8303.31332009764,8318.97691973879,9272.41345281961,9484.56809775791,9564.40638296649,5871.4420029876
Suriname,SUR,GINI index (World Bank estimate),SI.POV.GINI,..,57.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.6
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.67014843562543,1.89187135708936,2.50641105226881,3.06444838873752,4.1615687449541,4.71987539528956,6.0760478144456,6.40308628759062,9.49962694173364,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,45.4
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.781,67.798,67.838,67.918,68.051,68.239,68.48,68.768,69.089,69.422,69.749,70.057,70.335,70.578,70.79,70.976,71.138,71.405
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,89.5980606079102,..,..,..,94.6209411621094,..,94.6757507324219,..,92.8686599731445,..,..,92.8686599731445
Suriname,SUR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.4,30.4,29.4,28.5,27.5,26.7,25.8,25,24.2,23.5,22.8,22.1,21.4,20.8,20.2,19.5,19,17.8
Suriname,SUR,"Population, total",SP.POP.TOTL,461560,467003,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,558368
Swaziland,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1576904292.4588,1547884442.26205,1738100853.05052,1542477308.89408,1432228125.26682,2197612701.09852,2770082791.50412,3178126491.90949,3291353835.93,3469363996.36642,3294093485.20796,3580417066.92472,4438778424.30203,4820499924.2539,4823831656.51644,4560713073.91948,4377293816.28535,3720649374.57512
Swaziland,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1536.93027298864,1480.3380953111,1637.45007202339,1437.63490796119,1324.99618408854,2020.99399397689,2529.63353509293,2873.86209077307,2937.36074331066,3047.48803739736,2842.43853009194,3032.51704908186,3690.23922847955,3934.27337283568,3864.76043619193,3587.00031610963,3379.89649909261,2770.19947507562
Swaziland,SWZ,GINI index (World Bank estimate),SI.POV.GINI,..,..,53.1,..,..,..,..,..,..,..,..,51.5,..,..,..,..,..,51.5
Swaziland,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.096099605318921,0.470717599566187,0.926191777269402,1.28159005046719,1.81620380712642,2.43707385055863,3.22868507316111,3.69696107291824,3.69653878906882,4.1,6.85,8.94,11.04,18.13,20.7817825772944,24.7,26.17500573,28.5735227827685
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.594,49.968,48.521,47.352,46.508,46.018,45.905,46.185,46.846,47.805,48.969,50.26,51.598,52.912,54.158,55.296,56.287,57.754
Swaziland,SWZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,81.6606979370117,..,..,..,..,..,..,..,..,..,83.0982894897461,..,..,..,..,83.0982894897461
Swaziland,SWZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,71,73.9,76.2,77.9,79,79.7,79.4,78.5,72.1,71.3,71.1,67.9,65.1,59.4,59.1,57.5,54.6,52.4
Swaziland,SWZ,"Population, total",SP.POP.TOTL,1026009,1045629,1061468,1072927,1080930,1087392,1095053,1105873,1120514,1138434,1158897,1180675,1202843,1225258,1248158,1271456,1295097,1343098
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,266800462898.904,270847937645.236,259802012617.057,239917320966.977,263926220332.543,331108912605.271,381705425301.746,389042298376.845,420032121655.688,487816328342.309,513965650650.119,429657033107.737,488377689564.921,563109663291.177,543880647757.404,578742001487.571,573817719109.402,514459972806.171
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,30143.627458278,30577.0817743892,29283.0050461572,26969.2445747257,29571.7044643283,36961.4253671424,42442.2204473133,43085.353145957,46256.4716010495,53324.3793724756,55746.8423811175,46207.0592032962,52076.2559134864,59593.2871119719,57134.0770682404,60283.24522267,59180.1989776727,51844.7612618627
Sweden,SWE,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,25.3,26.1,26.8,26.4,26.4,26.8,26.3,26.5,26.9,27.1,27.8,28.4,29.2
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,33.4675123251094,41.4327831641401,45.6876522122282,51.7656649372808,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.7699860554046,93.1799880065108,94.7836,92.52,89.6509476102355
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.3390243902439,79.4414634146342,79.6439024390244,79.7951219512195,79.8463414634146,80.0951219512195,80.4975609756098,80.5463414634146,80.7487804878049,80.9,81.1,81.3512195121951,81.4512195121951,81.8024390243903,81.7048780487805,81.9560975609756,82.2536585365854,82.2048780487805
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5,3.4,3.4,3.4,3.3,3.2,3.1,3,2.9,2.7,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4
Sweden,SWE,"Population, total",SP.POP.TOTL,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9923085
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,295045152020.968,289912492344.561,272055499940.786,278631271391.325,301416810214.295,352914820747.011,394163688620.828,408689353999.357,430921192375.179,479913034321.893,554363487120.303,541506500413.565,583782977866.405,699579638638.226,668043614122.87,688504173431.454,709182559935.301,668851296244.236
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,41497.2026053116,40581.3070515572,37868.3230595798,38538.9900530944,41376.3939853959,48087.5831393144,53340.147655778,54952.6737181498,57579.5019538092,63555.2374995504,72487.8459296849,69927.4687701171,74605.7210207051,88415.6280609527,83538.2300783858,85112.4643984141,86605.5633762421,79887.5182392741
Switzerland,CHE,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,33.9,34.3,33.8,32.9,32.6,31.7,31.6,32.5,32.5,32.5
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.8,34,47.1,55.1,61.4,65.1,67.8,70.1,75.7,77.2,79.2,81.3,83.9,85.1930281804854,85.2,86.34,87.4,89.1346877351392
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.3243902439025,79.580487804878,79.6804878048781,80.1804878048781,80.3853658536585,80.5365853658537,81.0878048780488,81.2365853658537,81.490243902439,81.7414634146342,81.9926829268293,82.0439024390244,82.2463414634147,82.6951219512195,82.6975609756098,82.7975609756098,83.1975609756098,82.8975609756098
Switzerland,CHE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.8,4.7,4.7,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4,4,3.9,3.9,3.8,3.8,3.7,3.6
Switzerland,CHE,"Population, total",SP.POP.TOTL,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8372413
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,15200846138.4615,15873875968.9922,19325894913.1254,21099833783.503,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,..,..,..,..,..,..,..,40405006007.2086
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,974.275191685123,991.12042869086,1177.62926773348,1258.42195289081,1263.01345505567,1253.39140303912,1408.85273756165,1577.45718218558,1762.24610660537,2058.03520939435,..,..,..,..,..,..,..,2058.03520939435
Syrian Arab Republic,SYR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,35.8,..,..,..,..,..,..,..,..,..,..,35.8
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.063687286253526,0.124295462246123,0.181698580104333,0.353759130007247,2.09310101861765,3.39797261356623,4.32159377785571,5.64810604883917,7.83255156888787,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,31.869627268866
